"State","HasMoreData","StatusMessage","Location","Command","JobStateInfo","Finished","InstanceId","Id","Name","ChildJobs","PSBeginTime","PSEndTime","PSJobTypeName","Output","Error","Progress","Verbose","Debug","Warning","Information"
"Running","True",,"192.168.1.203","Get-Service | Where-Object {$_.Status-eq ""Running""}","Running","System.Threading.ManualResetEvent","249d2298-74a1-4146-a9ad-383eff34d029","19","GetRemServices","System.Collections.Generic.List`1[System.Management.Automation.Job]","11/1/2020 7:11:09 PM",,"RemoteJob","System.Management.Automation.PSDataCollection`1[System.Management.Automation.PSObject]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.ErrorRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.ProgressRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.VerboseRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.DebugRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.WarningRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.InformationRecord]"
